planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,limbdark_1,limbdark_2,pmass,prad,period,epoch,impact,ecc,omega,depth,duration,ror,dor,snr,ttv_type
S04895.02,SIMULATED,K04895,12416597,2,14.732,0.944,0.126,-0.087,1.201,0.367,-0.114,-0.115,0.26,-0.132,0.413,0.255,6.593,2.485,8.00707,0.19343,0.879,0.017,-0.339,359,2.309,0.019,13.754,19.013,rebound
S06182.01,SIMULATED,K06182,8590149,2,15.099,0.799,0.052,-0.03,0.94,0.038,-0.066,0.133,0.044,-0.08,0.538,0.175,14.364,3.929,18.88273,4.5648,0.913,0.004,-0.08,1468,2.424,0.038,29.465,38.794,rebound
S06182.02,SIMULATED,K06182,8590149,2,15.099,0.799,0.146,-0.057,0.94,0.332,-0.091,0.133,0.272,-0.12,0.538,0.175,9.376,2.937,32.77588,18.49281,0.635,0.021,-1.483,821,4.865,0.029,42.561,16.539,rebound
S02681.02,SIMULATED,K02681,6878240,2,15.996,0.792,0.047,-0.047,0.703,0.052,-0.042,0.507,0.062,-0.058,0.477,0.218,4.122,1.836,10.98875,8.0375,0.731,0.007,-0.586,573,2.209,0.024,27.366,17.084,rebound
S02681.01,SIMULATED,K02681,6878240,2,15.996,0.792,0.047,-0.047,0.703,0.052,-0.042,0.507,0.062,-0.058,0.477,0.218,2.676,1.487,17.38423,15.64364,0.398,0.013,-2.476,375,3.381,0.019,37.157,8.933,rebound
S02554.02,SIMULATED,K02554,10471621,2,15.439,0.389,0.04,-0.033,0.603,0.037,-0.045,0.399,0.066,-0.093,0.574,0.155,8.011,2.725,16.50398,0.45177,0.52,0.015,2.679,1719,3.422,0.041,33.052,52.963,rebound
S02554.01,SIMULATED,K02554,10471621,2,15.439,0.389,0.04,-0.033,0.603,0.037,-0.045,0.399,0.066,-0.093,0.574,0.155,5.052,1.911,39.84479,0.51643,0.808,0.009,2.882,845,3.256,0.029,59.48,16.748,rebound
S02971.01,SIMULATED,K02971,4770174,2,12.742,1.269,0.101,-0.092,1.453,0.259,-0.188,-0.234,0.14,-0.141,0.332,0.307,8.402,2.819,5.04945,0.50189,0.85,0.008,3.007,316,2.349,0.018,9.228,72.983,rebound
S02971.02,SIMULATED,K02971,4770174,2,12.742,1.269,0.101,-0.092,1.453,0.259,-0.188,-0.234,0.14,-0.141,0.332,0.307,8.677,2.837,7.76905,0.01068,0.435,0.007,-0.108,320,4.45,0.018,12.299,59.749,rebound
S03052.01,SIMULATED,K03052,8827575,2,13.573,0.793,0.048,-0.054,0.775,0.084,-0.045,0.38,0.085,-0.056,0.453,0.233,2.179,1.288,9.70795,6.26517,0.698,0.002,-1.916,231,2.395,0.015,22.855,27.095,rebound
S03052.02,SIMULATED,K03052,8827575,2,13.573,0.793,0.048,-0.054,0.775,0.084,-0.045,0.38,0.085,-0.056,0.453,0.233,5.594,2.355,13.0574,12.2905,0.297,0.001,-2.822,774,3.524,0.028,27.85,78.224,rebound
S04541.01,SIMULATED,K04541,5511659,2,15.377,0.992,0.062,-0.043,1.148,0.17,-0.17,-0.034,0.124,-0.172,0.47,0.224,5.098,2.004,5.99573,2.08702,0.827,0.014,2.33,256,2.224,0.016,12.066,9.12,rebound
S04541.02,SIMULATED,K04541,5511659,2,15.377,0.992,0.062,-0.043,1.148,0.17,-0.17,-0.034,0.124,-0.172,0.47,0.224,11.626,3.551,9.82777,7.06585,0.119,0.006,-0.273,804,4.582,0.028,16.775,22.498,rebound
S01276.02,SIMULATED,K01276,8804283,2,14.766,1.049,0.061,-0.042,0.672,0.147,-0.147,0.688,0.114,-0.154,0.47,0.224,2.481,1.506,12.36678,11.69016,0.203,0.022,1.528,421,2.717,0.021,34.027,26.968,rebound
S01276.01,SIMULATED,K01276,8804283,2,14.766,1.049,0.061,-0.042,0.672,0.147,-0.147,0.688,0.114,-0.154,0.47,0.224,16.252,4.827,26.07312,5.41109,0.594,0.002,-2.126,4336,3.156,0.066,55.951,191.137,rebound
S00216.02,SIMULATED,K00216,6152974,2,14.711,0.822,0.052,-0.03,0.784,0.038,-0.076,0.381,0.043,-0.091,0.582,0.145,8.224,2.655,8.8934,7.47566,0.461,0.002,2.702,962,2.902,0.031,21.576,49.432,rebound
S00216.01,SIMULATED,K00216,6152974,2,14.711,0.822,0.052,-0.03,0.784,0.038,-0.076,0.381,0.043,-0.091,0.582,0.145,5.708,2.319,18.21002,16.3965,0.48,0.006,0.913,734,3.613,0.027,34.791,26.395,rebound
S01101.01,SIMULATED,K01101,3245969,2,15.681,0.851,0.043,-0.086,0.705,0.092,-0.05,0.534,0.104,-0.077,0.573,0.15,3.237,1.62,7.29039,4.82197,0.169,0.016,1.967,443,2.599,0.021,21.258,11.293,rebound
S01101.02,SIMULATED,K01101,3245969,2,15.681,0.851,0.063,-0.078,0.705,0.086,-0.058,0.534,0.096,-0.084,0.573,0.15,4.244,1.836,12.16462,2.44322,0.189,0.003,1.272,569,3.116,0.024,29.904,11.243,rebound
S00551.02,SIMULATED,K00551,4270253,2,14.943,0.997,0.073,-0.046,1.261,0.186,-0.204,-0.155,0.125,-0.197,0.46,0.229,8.295,3.024,12.19003,6.45759,0.911,0.006,-2.771,483,2.451,0.022,17.654,21.522,rebound
S00551.01,SIMULATED,K00551,4270253,2,14.943,0.997,0.073,-0.046,1.261,0.186,-0.204,-0.155,0.125,-0.197,0.46,0.229,7.593,2.485,25.16135,13.79705,0.831,0.018,2.209,326,3.894,0.018,28.618,10.156,rebound
S00734.01,SIMULATED,K00734,10272442,2,15.344,1.007,0.122,-0.122,0.819,0.269,-0.084,0.412,0.214,-0.105,0.345,0.292,12.609,3.325,7.50623,6.41479,0.865,0.014,1.163,1384,1.643,0.037,19.734,71.801,rebound
S00734.02,SIMULATED,K00734,10272442,2,15.344,1.007,0.122,-0.122,0.819,0.269,-0.084,0.412,0.214,-0.105,0.345,0.292,3.568,1.84,16.54081,0.57495,0.148,0.013,2.882,424,3.804,0.021,33.419,14.896,rebound
S04657.01,SIMULATED,K04657,6527078,2,13.241,0.837,0.078,-0.087,1.065,0.133,-0.071,-0.011,0.137,-0.101,0.49,0.208,1.883,1.227,15.54692,0.50858,0.221,0.013,2.605,111,5.016,0.011,23.19,14.159,rebound
S04657.02,SIMULATED,K04657,6527078,2,13.241,0.837,0.078,-0.087,1.065,0.133,-0.071,-0.011,0.137,-0.101,0.49,0.208,2.173,1.254,33.45002,0.46132,0.281,0.011,2.437,116,6.375,0.011,38.649,10.127,rebound
S01977.02,SIMULATED,K01977,9412760,2,14.028,0.78,0.029,-0.043,0.657,0.046,-0.02,0.589,0.062,-0.036,0.681,0.067,1.502,1.133,10.64901,9.22898,0.436,0.017,-1.506,250,2.66,0.016,28.539,22.615,rebound
S01977.01,SIMULATED,K01977,9412760,2,14.028,0.78,0.029,-0.043,0.657,0.046,-0.02,0.589,0.062,-0.036,0.681,0.067,8.244,2.772,40.17299,16.70186,0.85,0.009,0.631,1496,2.636,0.039,69.16,69.648,rebound
S03456.01,SIMULATED,K03456,6364582,2,12.988,0.984,0.045,-0.071,1.006,0.105,-0.045,0.135,0.104,-0.059,0.365,0.281,5.284,2.03,9.89261,8.32889,0.711,0.014,-2.805,342,2.89,0.019,19.18,56.332,rebound
S03456.02,SIMULATED,K03456,6364582,2,12.988,0.984,0.148,-0.108,1.006,0.397,-0.141,0.135,0.256,-0.151,0.365,0.281,6.387,2.57,21.76574,21.1086,0.649,0.01,0.09,548,4.054,0.023,32.447,61.051,rebound
S03138.01,SIMULATED,K03138,6444896,2,17.131,0.096,0.0,0.0,0.118,0.0,0.0,1.916,0.0,0.0,0.357,0.366,1.605,1.129,23.39236,14.05049,0.583,0.006,1.885,7689,1.222,0.088,133.563,12.29,rebound
S03138.02,SIMULATED,K03138,6444896,2,17.131,0.096,0.0,0.0,0.118,0.0,0.0,1.916,0.0,0.0,0.357,0.366,8.7,2.755,39.15702,5.16962,0.729,0.018,2.061,45826,1.519,0.214,188.328,56.66,rebound
S00298.01,SIMULATED,K00298,12785320,2,12.713,0.7,0.052,-0.039,0.742,0.052,-0.052,0.384,0.06,-0.068,0.49,0.208,2.676,1.406,7.08401,1.1913,0.035,0.02,1.27,301,2.909,0.017,18.584,48.753,rebound
S00298.02,SIMULATED,K00298,12785320,2,12.713,0.7,0.052,-0.039,0.742,0.052,-0.052,0.384,0.06,-0.068,0.49,0.208,2.616,1.39,13.65842,13.08121,0.832,0.014,1.313,295,2.095,0.017,28.79,34.28,rebound
S04896.01,SIMULATED,K04896,11135694,2,15.451,0.708,0.153,-0.125,0.622,0.32,-0.137,0.617,0.224,-0.154,0.345,0.292,1.92,1.272,5.34062,0.24749,0.94,0.004,1.536,350,0.867,0.019,18.413,23.518,rebound
S04896.02,SIMULATED,K04896,11135694,2,15.451,0.708,0.153,-0.125,0.622,0.32,-0.137,0.617,0.224,-0.154,0.345,0.292,1.602,1.149,17.02107,4.17434,0.667,0.01,-1.12,286,2.524,0.017,39.878,10.809,rebound
S02287.01,SIMULATED,K02287,9718066,2,12.485,0.734,0.031,-0.046,0.641,0.055,-0.017,0.595,0.071,-0.031,0.627,0.108,4.83,2.084,28.44051,24.39489,0.088,0.016,-0.307,889,4.059,0.03,55.201,104.366,rebound
S02287.02,SIMULATED,K02287,9718066,2,12.485,0.734,0.031,-0.046,0.641,0.055,-0.017,0.595,0.071,-0.031,0.627,0.108,16.911,4.337,130.19642,128.01749,0.565,0.004,0.387,3852,5.871,0.062,152.195,211.915,rebound
S00244.02,SIMULATED,K00244,4349452,2,10.734,1.047,0.093,-0.059,1.419,0.072,-0.059,-0.286,0.055,-0.049,0.319,0.302,13.199,3.468,11.50803,11.44184,0.891,0.017,2.44,502,2.846,0.022,15.355,190.071,rebound
S00244.01,SIMULATED,K00244,4349452,2,10.734,1.047,0.093,-0.059,1.419,0.072,-0.059,-0.286,0.055,-0.049,0.319,0.302,5.094,2.025,35.66898,4.84984,0.468,0.015,-1.3,171,7.616,0.013,32.642,37.143,rebound
S03681.02,SIMULATED,K03681,2581316,2,11.69,1.188,0.084,-0.093,0.994,0.212,-0.085,0.232,0.143,-0.078,0.329,0.302,14.833,3.868,22.93027,13.10324,0.262,0.01,-2.23,1273,4.889,0.036,36.193,219.107,rebound
S03681.01,SIMULATED,K03681,2581316,2,11.69,1.188,0.084,-0.093,0.994,0.212,-0.085,0.232,0.143,-0.078,0.329,0.302,7.826,2.633,69.45877,36.08281,0.294,0.009,-0.277,590,6.888,0.024,75.772,58.498,rebound
S01871.02,SIMULATED,K01871,9758089,2,14.897,0.797,0.027,-0.043,0.667,0.046,-0.021,0.579,0.06,-0.035,0.685,0.066,11.335,3.304,21.3576,14.44042,0.825,0.013,2.152,2064,2.302,0.045,45.045,77.525,rebound
S01871.01,SIMULATED,K01871,9758089,2,14.897,0.797,0.027,-0.043,0.667,0.046,-0.021,0.579,0.06,-0.035,0.685,0.066,6.032,2.41,43.4194,37.31893,0.562,0.006,2.19,1097,3.959,0.033,72.291,29.026,rebound
S01788.01,SIMULATED,K01788,2975770,2,14.521,0.733,0.048,-0.028,0.758,0.029,-0.047,0.374,0.038,-0.061,0.632,0.105,2.866,1.456,11.27828,3.652,0.158,0.025,-2.552,309,3.489,0.018,25.159,12.134,rebound
S01788.02,SIMULATED,K01788,2975770,2,14.521,0.733,0.048,-0.028,0.758,0.029,-0.047,0.374,0.038,-0.061,0.632,0.105,2.482,1.367,18.4361,4.03841,0.767,0.011,0.743,272,2.671,0.017,34.912,8.347,rebound
S00317.02,SIMULATED,K00317,8121310,2,12.885,1.174,0.092,-0.084,1.613,0.245,-0.132,-0.404,0.138,-0.1,0.34,0.302,2.22,1.261,9.55869,6.18785,0.7,0.008,-2.422,51,4.297,0.007,12.396,8.262,rebound
S00317.01,SIMULATED,K00317,8121310,2,12.885,1.174,0.092,-0.084,1.613,0.245,-0.132,-0.404,0.138,-0.1,0.34,0.302,3.171,1.636,12.54433,3.15557,0.569,0.01,0.373,86,5.364,0.009,14.858,12.161,rebound
S01751.01,SIMULATED,K01751,9729691,2,14.548,0.95,0.104,-0.064,0.757,0.186,-0.129,0.491,0.162,-0.162,0.517,0.191,2.429,1.319,33.67459,17.49507,0.851,0.024,2.032,255,2.452,0.016,57.028,7.486,rebound
S01751.02,SIMULATED,K01751,9729691,2,14.548,0.95,0.104,-0.064,0.757,0.186,-0.129,0.491,0.162,-0.162,0.517,0.191,4.229,1.886,55.8555,10.35424,0.721,0.01,1.148,522,3.841,0.023,79.912,11.924,rebound
S01148.01,SIMULATED,K01148,8410727,2,13.908,1.16,0.104,-0.093,1.531,0.252,-0.252,-0.341,0.142,-0.211,0.359,0.289,4.684,2.056,11.17332,8.56112,0.714,0.014,-1.451,151,4.312,0.012,14.438,14.637,rebound
S01148.02,SIMULATED,K01148,8410727,2,13.908,1.16,0.104,-0.093,1.531,0.252,-0.252,-0.341,0.142,-0.211,0.359,0.289,6.745,2.439,19.5837,9.55743,0.275,0.004,1.2,213,6.941,0.015,20.99,15.654,rebound
S00736.02,SIMULATED,K00736,10340423,2,15.962,0.569,0.033,-0.033,0.546,0.028,-0.028,0.694,0.044,-0.049,0.666,0.085,7.115,2.415,9.01986,5.18167,0.452,0.008,2.826,1647,2.328,0.041,27.704,47.59,rebound
S00736.01,SIMULATED,K00736,10340423,2,15.962,0.569,0.033,-0.033,0.546,0.028,-0.028,0.694,0.044,-0.049,0.666,0.085,3.484,1.666,15.10866,11.42006,0.866,0.016,-0.631,783,1.654,0.028,39.079,17.456,rebound
S02264.02,SIMULATED,K02264,12256520,2,14.477,0.943,0.033,-0.065,0.824,0.091,-0.028,0.375,0.092,-0.04,0.46,0.229,3.863,1.79,10.05422,8.49454,0.329,0.011,-1.119,396,3.21,0.02,23.321,26.148,rebound
S02264.01,SIMULATED,K02264,12256520,2,14.477,0.943,0.033,-0.065,0.824,0.091,-0.028,0.375,0.092,-0.04,0.46,0.229,4.541,2.02,16.25411,1.29312,0.106,0.012,0.269,505,3.917,0.022,32.126,26.257,rebound
S02147.02,SIMULATED,K02147,10404582,2,14.5,1.135,0.062,-0.062,0.902,0.161,-0.08,0.339,0.127,-0.082,0.41,0.26,1.783,1.195,9.81433,8.4405,0.018,0.008,-1.683,147,3.43,0.012,22.318,12.165,rebound
S02147.01,SIMULATED,K02147,10404582,2,14.5,1.135,0.062,-0.062,0.902,0.161,-0.08,0.339,0.127,-0.082,0.41,0.26,12.138,3.584,16.29209,5.75073,0.831,0.012,0.481,1328,2.452,0.036,31.29,84.745,rebound
S01874.02,SIMULATED,K01874,8978528,2,15.434,0.539,0.027,-0.034,0.491,0.03,-0.03,0.807,0.05,-0.058,0.574,0.15,5.363,2.095,8.98094,5.14267,0.244,0.002,3.065,1528,2.3,0.039,30.116,53.331,rebound
S01874.01,SIMULATED,K01874,8978528,2,15.434,0.539,0.027,-0.034,0.491,0.03,-0.03,0.807,0.05,-0.058,0.574,0.15,15.791,4.021,23.36603,19.20796,0.747,0.015,-1.155,5627,2.453,0.075,56.973,121.754,rebound
S00301.01,SIMULATED,K00301,3642289,2,12.73,1.279,0.087,-0.097,1.739,0.228,-0.166,-0.465,0.134,-0.134,0.34,0.302,4.321,1.914,12.6843,9.78775,0.817,0.014,0.7,101,4.0,0.01,14.285,17.425,rebound
S00301.02,SIMULATED,K00301,3642289,2,12.73,1.279,0.087,-0.097,1.739,0.228,-0.166,-0.465,0.134,-0.134,0.34,0.302,8.252,2.762,34.23584,12.65273,0.733,0.011,2.073,211,6.566,0.015,27.692,22.221,rebound
S00574.02,SIMULATED,K00574,8355239,2,14.859,0.777,0.05,-0.029,0.892,0.032,-0.06,0.189,0.039,-0.074,0.582,0.145,3.404,1.654,9.54057,0.61939,0.711,0.008,2.984,289,2.715,0.017,19.519,17.529,rebound
S00574.01,SIMULATED,K00574,8355239,2,14.859,0.777,0.05,-0.029,0.892,0.032,-0.06,0.189,0.039,-0.074,0.582,0.145,6.027,2.303,14.36178,13.36064,0.032,0.001,1.898,560,4.378,0.024,25.64,27.825,rebound
S00548.02,SIMULATED,K00548,12600735,2,14.02,1.071,0.073,-0.073,1.09,0.186,-0.109,0.066,0.128,-0.099,0.366,0.284,3.705,1.577,7.7363,3.11931,0.612,0.015,2.012,175,3.05,0.013,15.449,17.184,rebound
S00548.01,SIMULATED,K00548,12600735,2,14.02,1.071,0.073,-0.073,1.09,0.186,-0.109,0.066,0.128,-0.099,0.366,0.284,10.834,3.175,11.63223,10.3573,0.279,0.004,-1.802,712,4.347,0.027,20.273,57.043,rebound
S00912.02,SIMULATED,K00912,8505670,2,15.058,0.6,0.124,-0.101,0.725,0.109,-0.109,0.347,0.152,-0.229,0.644,0.101,2.373,1.307,4.82158,4.61125,0.057,0.008,-2.733,273,2.686,0.017,13.977,20.73,rebound
S00912.01,SIMULATED,K00912,8505670,2,15.058,0.6,0.124,-0.101,0.725,0.109,-0.109,0.347,0.152,-0.229,0.644,0.101,3.302,1.743,9.66495,7.24456,0.425,0.016,-1.51,485,3.141,0.022,22.218,26.069,rebound
S02153.02,SIMULATED,K02153,10253547,2,13.66,0.945,0.112,-0.082,1.254,0.252,-0.252,-0.17,0.144,-0.216,0.353,0.29,3.355,1.628,5.82081,3.5742,0.427,0.008,0.713,141,3.815,0.012,10.661,21.169,rebound
S02153.01,SIMULATED,K02153,10253547,2,13.66,0.945,0.112,-0.082,1.254,0.252,-0.252,-0.17,0.144,-0.216,0.353,0.29,4.731,1.851,8.14827,0.18688,0.924,0.006,2.58,183,1.943,0.014,13.337,23.0,rebound
S00638.01,SIMULATED,K00638,5113822,2,13.595,0.95,0.046,-0.081,0.861,0.121,-0.043,0.322,0.112,-0.055,0.404,0.262,14.079,3.727,7.40874,3.29952,0.672,0.003,-2.153,1576,2.468,0.04,18.268,163.225,rebound
S00638.02,SIMULATED,K00638,5113822,2,13.595,0.95,0.046,-0.081,0.861,0.121,-0.043,0.322,0.112,-0.055,0.404,0.262,2.605,1.465,11.32411,7.77736,0.515,0.008,-1.445,243,3.15,0.016,24.239,20.426,rebound
S00581.01,SIMULATED,K00581,8822216,2,14.807,1.215,0.083,-0.134,0.661,0.215,-0.086,0.773,0.181,-0.111,0.41,0.26,2.095,1.277,12.48204,10.4793,0.863,0.008,-2.987,313,1.409,0.018,36.55,16.963,rebound
S00581.02,SIMULATED,K00581,8822216,2,14.807,1.215,0.083,-0.134,0.661,0.215,-0.086,0.773,0.181,-0.111,0.41,0.26,2.047,1.228,15.8337,1.08653,0.639,0.011,2.597,290,2.222,0.017,42.834,13.949,rebound
S00542.02,SIMULATED,K00542,11669239,2,14.35,0.935,0.13,-0.08,1.243,0.279,-0.186,-0.164,0.201,-0.215,0.386,0.271,15.785,4.264,9.36094,2.0256,0.778,0.018,2.656,988,3.271,0.031,14.701,83.753,rebound
S00542.01,SIMULATED,K00542,11669239,2,14.35,0.935,0.13,-0.08,1.243,0.279,-0.186,-0.164,0.201,-0.215,0.386,0.271,14.056,3.67,28.26817,2.72727,0.118,0.016,1.486,732,7.06,0.027,30.715,36.112,rebound
S04477.01,SIMULATED,K04477,6276791,2,15.466,0.979,0.095,-0.116,1.115,0.234,-0.078,-0.002,0.199,-0.103,0.393,0.268,11.174,3.21,10.13777,8.5628,0.271,0.01,-3.042,696,4.374,0.026,17.548,27.36,rebound
S04477.02,SIMULATED,K04477,6276791,2,15.466,0.979,0.095,-0.116,1.115,0.234,-0.078,-0.002,0.199,-0.103,0.393,0.268,10.927,3.374,23.70099,7.65192,0.383,0.001,-1.464,769,5.59,0.028,30.911,19.839,rebound
S04103.02,SIMULATED,K04103,3747817,2,14.838,0.782,0.042,-0.053,0.717,0.072,-0.033,0.477,0.077,-0.045,0.509,0.196,3.367,1.698,7.99112,0.56901,0.411,0.02,-1.511,472,2.696,0.022,21.628,24.464,rebound
S04103.01,SIMULATED,K04103,3747817,2,14.838,0.782,0.042,-0.053,0.717,0.072,-0.033,0.477,0.077,-0.045,0.509,0.196,1.565,1.157,13.67345,9.01896,0.921,0.008,-2.569,219,1.446,0.015,30.941,8.658,rebound
S00354.02,SIMULATED,K00354,11568987,2,13.235,1.023,0.053,-0.09,0.864,0.139,-0.05,0.35,0.117,-0.058,0.366,0.284,4.801,2.112,8.94017,7.24116,0.235,0.017,3.116,502,3.214,0.022,21.149,67.885,rebound
S00354.01,SIMULATED,K00354,11568987,2,13.235,1.023,0.053,-0.09,0.864,0.139,-0.05,0.35,0.117,-0.058,0.366,0.284,2.241,1.327,13.59166,5.23589,0.89,0.009,2.91,198,1.803,0.014,27.96,21.664,rebound
S07685.02,SIMULATED,K07685,4141593,2,13.219,0.787,0.132,-0.096,1.0,0.335,-0.274,0.046,0.208,-0.302,0.334,0.296,2.282,1.369,29.73442,6.77492,0.344,0.014,2.1,157,5.73,0.013,37.311,12.465,rebound
S07685.01,SIMULATED,K07685,4141593,2,13.219,0.787,0.132,-0.096,1.0,0.335,-0.274,0.046,0.208,-0.302,0.334,0.296,4.725,1.972,39.42503,22.5918,0.014,0.006,0.751,327,6.784,0.018,45.029,22.508,rebound
S02051.02,SIMULATED,K02051,7265298,2,15.087,1.072,0.068,-0.056,0.981,0.174,-0.107,0.205,0.13,-0.106,0.41,0.26,5.857,2.297,10.17864,5.03388,0.461,0.007,2.736,461,3.43,0.021,20.629,23.961,rebound
S02051.01,SIMULATED,K02051,7265298,2,15.087,1.072,0.068,-0.056,0.981,0.174,-0.107,0.205,0.13,-0.106,0.41,0.26,4.617,1.89,15.31161,9.99971,0.603,0.008,-2.86,312,3.551,0.018,27.082,13.237,rebound
S03061.01,SIMULATED,K03061,4857058,2,14.316,0.801,0.058,-0.029,0.863,0.048,-0.069,0.245,0.052,-0.081,0.517,0.191,3.998,1.859,4.99782,3.3943,0.581,0.013,-2.003,389,2.449,0.02,13.233,36.773,rebound
S03061.02,SIMULATED,K03061,4857058,2,14.316,0.801,0.058,-0.029,0.863,0.048,-0.069,0.245,0.052,-0.081,0.517,0.191,2.091,1.236,6.6853,0.4344,0.543,0.009,3.077,172,2.719,0.013,16.077,14.054,rebound
S02279.02,SIMULATED,K02279,3661886,2,13.86,0.904,0.088,-0.07,1.381,0.183,-0.165,-0.315,0.125,-0.155,0.359,0.287,13.301,3.73,14.94238,1.38256,0.482,0.015,1.503,613,5.693,0.025,17.879,42.88,rebound
S02279.01,SIMULATED,K02279,3661886,2,13.86,0.904,0.088,-0.07,1.381,0.183,-0.165,-0.315,0.125,-0.155,0.359,0.287,11.537,3.178,24.83981,23.29854,0.503,0.004,0.305,445,6.716,0.021,25.096,24.206,rebound
S02857.02,SIMULATED,K02857,6345732,2,13.701,1.208,0.085,-0.077,0.778,0.209,-0.209,0.559,0.13,-0.186,0.366,0.284,6.54,2.528,12.06978,10.33093,0.055,0.014,-0.803,888,3.16,0.03,30.331,85.015,rebound
S02857.01,SIMULATED,K02857,6345732,2,13.701,1.208,0.085,-0.077,0.778,0.209,-0.209,0.559,0.13,-0.186,0.366,0.284,4.298,2.082,18.27921,14.9382,0.293,0.006,0.614,602,3.418,0.025,39.998,46.892,rebound
S04773.01,SIMULATED,K04773,7906892,2,13.556,1.059,0.081,-0.059,1.263,0.178,-0.119,-0.13,0.129,-0.115,0.345,0.292,8.953,2.783,21.39005,9.19138,0.779,0.012,-0.304,408,4.129,0.02,26.171,38.325,rebound
S04773.02,SIMULATED,K04773,7906892,2,13.556,1.059,0.081,-0.059,1.263,0.178,-0.119,-0.13,0.129,-0.115,0.345,0.292,2.149,1.307,28.5867,15.94715,0.022,0.018,0.532,90,6.878,0.009,31.787,7.363,rebound
S04246.01,SIMULATED,K04246,5177859,2,13.382,1.3,0.137,-0.125,1.089,0.36,-0.27,0.152,0.213,-0.281,0.41,0.26,1.624,1.161,4.47223,2.91897,0.537,0.007,3.135,95,2.557,0.01,11.449,18.182,rebound
S04246.02,SIMULATED,K04246,5177859,2,13.382,1.3,0.137,-0.125,1.089,0.36,-0.27,0.152,0.213,-0.281,0.41,0.26,5.945,2.207,7.64754,2.63913,0.675,0.003,-0.302,345,2.728,0.019,16.372,50.232,rebound
S02327.01,SIMULATED,K02327,10730703,2,15.378,0.903,0.061,-0.03,1.044,0.113,-0.124,0.049,0.097,-0.137,0.487,0.211,5.458,2.062,14.37643,9.30921,0.043,0.006,1.9,327,4.826,0.018,23.035,12.763,rebound
S02327.02,SIMULATED,K02327,10730703,2,15.378,0.903,0.079,-0.088,1.044,0.306,-0.06,0.049,0.256,-0.082,0.487,0.211,9.599,3.057,43.91884,24.06063,0.674,0.005,-0.821,720,5.378,0.027,48.497,16.07,rebound
S00222.01,SIMULATED,K00222,4249725,2,14.735,0.228,0.089,-0.089,0.386,0.076,-0.093,0.747,0.115,-0.196,0.464,0.259,10.763,3.215,15.75144,15.19488,0.152,0.015,-1.736,5829,3.11,0.076,41.835,268.517,rebound
S00222.02,SIMULATED,K00222,4249725,2,14.735,0.228,0.089,-0.089,0.386,0.076,-0.093,0.747,0.115,-0.196,0.464,0.259,3.475,1.598,22.56332,3.81308,0.66,0.022,-2.738,1439,2.618,0.038,53.204,55.31,rebound
S02022.01,SIMULATED,K02022,8564674,2,14.746,1.067,0.05,-0.074,0.928,0.143,-0.048,0.275,0.121,-0.055,0.419,0.256,2.163,1.262,10.14001,5.12966,0.252,0.005,-1.124,155,3.517,0.012,21.712,9.713,rebound
S02022.02,SIMULATED,K02022,8564674,2,14.746,1.067,0.05,-0.074,0.928,0.143,-0.048,0.275,0.121,-0.055,0.419,0.256,7.645,2.67,13.58627,0.98597,0.933,0.011,-3.026,696,1.686,0.026,26.388,37.517,rebound
S00475.01,SIMULATED,K00475,10577994,2,14.802,0.851,0.026,-0.057,0.763,0.061,-0.028,0.432,0.068,-0.041,0.575,0.15,2.02,1.183,7.6455,0.82637,0.007,0.014,-1.926,202,2.959,0.014,20.289,12.07,rebound
S00475.02,SIMULATED,K00475,10577994,2,14.802,0.851,0.026,-0.057,0.763,0.061,-0.028,0.432,0.068,-0.041,0.575,0.15,2.222,1.295,15.75586,9.99536,0.683,0.007,-0.214,242,2.759,0.016,32.857,10.071,rebound
S00508.01,SIMULATED,K00508,6266741,2,14.387,1.059,0.05,-0.066,0.949,0.159,-0.057,0.243,0.124,-0.058,0.446,0.244,11.654,3.151,20.91425,5.5131,0.656,0.012,-0.784,926,3.733,0.03,34.325,47.199,rebound
S00508.02,SIMULATED,K00508,6266741,2,14.387,1.059,0.05,-0.066,0.949,0.159,-0.057,0.243,0.124,-0.058,0.446,0.244,11.824,3.328,35.41654,30.12992,0.806,0.011,-0.283,1034,3.59,0.032,48.768,40.465,rebound
S00790.01,SIMULATED,K00790,12470844,2,15.339,1.099,0.061,-0.113,0.663,0.113,-0.066,0.726,0.117,-0.097,0.497,0.204,4.223,1.861,6.4328,1.86017,0.326,0.01,2.004,663,2.092,0.026,22.672,27.5,rebound
S00790.02,SIMULATED,K00790,12470844,2,15.339,1.099,0.061,-0.113,0.663,0.113,-0.066,0.726,0.117,-0.097,0.497,0.204,4.526,1.949,25.21318,6.44754,0.614,0.023,-1.271,727,2.877,0.027,56.36,15.254,rebound
S01529.02,SIMULATED,K01529,9821454,2,14.307,1.121,0.143,-0.143,0.728,0.312,-0.111,0.612,0.222,-0.127,0.307,0.306,9.286,3.21,19.20484,14.3385,0.246,0.007,2.599,1631,3.431,0.04,43.044,113.258,rebound
S01529.01,SIMULATED,K01529,9821454,2,14.307,1.121,0.143,-0.143,0.728,0.312,-0.111,0.612,0.222,-0.127,0.307,0.306,2.477,1.363,50.93757,43.31914,0.262,0.005,-1.038,294,4.653,0.017,82.479,12.577,rebound
