planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,limbdark_1,limbdark_2,pmass,prad,period,epoch,impact,ecc,omega,depth,duration,ror,dor,snr,ttv_type
S03377.01,SIMULATED,K03377,5553959,1,15.318,0.577,0.039,-0.039,0.541,0.036,-0.054,0.71,0.065,-0.115,0.45,0.24,nan,1.494,25.49665,10.31776,0.095,0.532,1.812,640,1.979,0.025,56.066,12.4,quadratic
S03315.01,SIMULATED,K03315,8554701,1,13.926,1.148,0.129,-0.129,0.85,0.288,-0.096,0.42,0.223,-0.119,0.334,0.296,nan,1.216,13.11337,7.89426,0.925,0.888,5.915,171,0.971,0.013,28.812,17.0,quadratic
S01061.01,SIMULATED,K01061,6037187,1,14.502,0.797,0.132,-0.108,1.206,0.294,-0.126,-0.194,0.218,-0.147,0.345,0.292,nan,1.925,26.36795,10.44945,0.819,0.151,1.03,213,3.686,0.015,28.657,28.3,quadratic
S03168.01,SIMULATED,K03168,4450844,1,10.455,0.92,0.067,-0.067,1.582,0.053,-0.059,-0.484,0.038,-0.045,0.382,0.274,nan,1.452,2.12762,0.33652,0.579,0.192,0.688,70,2.786,0.008,4.281,15.1,quadratic
S02191.01,SIMULATED,K02191,5601258,1,14.911,0.598,0.028,-0.038,0.557,0.033,-0.033,0.689,0.054,-0.063,0.477,0.258,nan,1.027,17.15755,8.35897,0.493,0.566,3.225,286,2.382,0.017,42.372,21.1,quadratic
S02245.01,SIMULATED,K02245,4454934,1,14.74,0.987,0.135,-0.11,1.193,0.314,-0.183,-0.086,0.209,-0.197,0.351,0.289,nan,1.991,3.85273,2.87378,0.701,0.426,4.083,234,3.472,0.015,8.633,23.2,quadratic
S02140.01,SIMULATED,K02140,8233702,1,15.265,1.163,0.106,-0.116,0.828,0.234,-0.078,0.461,0.198,-0.102,0.393,0.268,nan,1.976,23.81055,17.15394,0.468,0.289,0.462,479,3.168,0.022,44.251,27.7,quadratic
S01619.01,SIMULATED,K01619,4276716,1,11.759,0.611,0.048,-0.026,0.679,0.03,-0.037,0.439,0.044,-0.055,0.602,0.126,nan,1.403,11.696,4.43255,0.245,0.128,1.235,358,2.886,0.019,27.09,13.6,quadratic
S02712.01,SIMULATED,K02712,11098013,1,11.125,1.419,0.092,-0.084,1.312,0.229,-0.098,-0.052,0.136,-0.077,0.307,0.317,nan,1.919,4.91584,0.78556,0.846,0.499,5.305,179,2.984,0.013,10.425,11.9,quadratic
S02522.01,SIMULATED,K02522,9177629,1,13.713,0.791,0.042,-0.034,0.736,0.037,-0.037,0.446,0.047,-0.051,0.627,0.108,nan,1.284,18.59412,7.12977,0.677,0.075,3.989,255,3.064,0.016,37.101,20.6,quadratic
S06983.01,SIMULATED,K06983,8167504,1,14.32,0.946,0.054,-0.054,1.09,0.13,-0.07,0.012,0.11,-0.075,0.46,0.229,nan,1.286,10.01879,2.91549,0.382,0.237,5.738,116,4.507,0.011,17.609,9.5,quadratic
S08257.01,SIMULATED,K08257,5683219,1,13.413,0.663,0.111,-0.037,0.766,0.138,-0.101,0.317,0.143,-0.14,0.398,0.266,nan,1.042,10.55838,7.37717,0.675,0.112,1.404,155,2.364,0.012,23.037,7.9,quadratic
S04431.01,SIMULATED,K04431,9936080,1,12.674,1.135,0.113,-0.066,1.319,0.223,-0.149,-0.157,0.143,-0.131,0.324,0.303,nan,1.433,11.86477,6.00045,0.411,0.577,5.749,99,5.59,0.01,17.31,13.8,quadratic
S03298.01,SIMULATED,K03298,8151055,1,15.947,0.674,0.07,-0.051,0.612,0.051,-0.057,0.617,0.075,-0.096,0.658,0.083,nan,2.05,15.8403,10.05926,0.362,0.376,2.427,942,2.283,0.031,38.011,17.7,quadratic
S01917.01,SIMULATED,K01917,10074466,1,13.624,1.186,0.082,-0.059,1.173,0.185,-0.135,0.015,0.129,-0.126,0.41,0.26,nan,2.242,6.61997,6.51102,0.834,0.204,1.725,306,1.798,0.018,13.387,34.0,quadratic
S04329.01,SIMULATED,K04329,12456063,1,12.018,1.159,0.087,-0.097,1.646,0.205,-0.119,-0.436,0.131,-0.102,0.329,0.302,nan,1.152,19.73108,7.26834,0.68,0.697,0.368,41,3.272,0.006,19.614,14.2,quadratic
S02253.01,SIMULATED,K02253,8959839,1,14.574,0.974,0.145,-0.145,0.777,0.314,-0.112,0.466,0.225,-0.13,0.315,0.303,nan,2.201,11.33904,0.34929,0.268,0.666,4.495,674,6.755,0.026,27.094,22.0,quadratic
S01885.01,SIMULATED,K01885,11413812,1,14.377,0.976,0.134,-0.134,0.817,0.294,-0.078,0.402,0.224,-0.097,0.351,0.289,nan,1.98,2.13769,0.53135,0.209,0.038,3.453,494,1.954,0.022,8.482,37.8,quadratic
S07882.01,SIMULATED,K07882,8364232,1,15.559,0.536,0.063,-0.052,0.573,0.041,-0.056,0.603,0.062,-0.093,0.666,0.085,nan,1.217,12.32128,8.16478,0.156,0.279,4.588,378,3.957,0.019,31.808,8.9,quadratic
S03296.01,SIMULATED,K03296,9447166,1,14.591,0.777,0.042,-0.027,0.784,0.026,-0.045,0.356,0.034,-0.058,0.638,0.102,nan,2.078,20.32468,1.62314,0.861,0.18,1.534,589,1.955,0.024,36.737,16.2,quadratic
S00530.01,SIMULATED,K00530,10266615,1,14.909,0.88,0.103,-0.114,1.001,0.214,-0.077,0.093,0.185,-0.101,0.393,0.268,nan,2.28,5.42929,3.33025,0.271,0.318,6.08,436,3.327,0.021,12.447,30.6,quadratic
S01586.01,SIMULATED,K01586,10022908,1,14.94,0.892,0.03,-0.084,0.82,0.059,-0.043,0.358,0.067,-0.065,0.644,0.099,nan,1.964,22.68073,3.69793,0.742,0.189,3.662,482,3.335,0.022,39.596,36.3,quadratic
S03146.01,SIMULATED,K03146,10908248,1,14.131,0.92,0.074,-0.067,1.452,0.202,-0.247,-0.373,0.126,-0.229,0.405,0.264,nan,1.924,26.02342,23.25574,0.895,0.056,2.035,147,3.612,0.012,24.759,13.9,quadratic
S02536.01,SIMULATED,K02536,3728701,1,14.423,1.353,0.167,-0.112,1.449,0.338,-0.182,-0.203,0.22,-0.193,0.351,0.289,nan,2.051,23.28315,5.77663,0.598,0.376,1.751,168,3.757,0.013,26.184,19.6,quadratic
S03393.01,SIMULATED,K03393,9085563,1,15.335,0.997,0.084,-0.063,1.476,0.215,-0.215,-0.36,0.134,-0.193,0.413,0.26,nan,1.913,12.09418,4.21984,0.01,0.661,3.429,141,5.756,0.012,15.006,15.1,quadratic
S03396.01,SIMULATED,K03396,5710069,1,15.553,0.857,0.091,-0.111,0.824,0.2,-0.071,0.334,0.178,-0.095,0.386,0.271,nan,1.792,1.09161,0.04344,0.978,0.004,3.466,397,0.479,0.02,5.142,12.5,quadratic
S03463.01,SIMULATED,K03463,5294945,1,14.564,1.175,0.154,-0.126,0.691,0.324,-0.174,0.7,0.22,-0.194,0.345,0.292,nan,1.187,24.86772,4.58372,0.054,0.299,1.87,247,2.612,0.016,54.728,11.3,quadratic
S03232.01,SIMULATED,K03232,9569711,1,12.253,0.944,0.062,-0.068,0.961,0.137,-0.074,0.176,0.116,-0.081,0.404,0.262,nan,1.169,24.89699,12.93423,0.562,0.479,0.884,124,2.797,0.011,36.638,11.7,quadratic
S02921.01,SIMULATED,K02921,6842807,1,15.46,0.753,0.087,-0.078,0.881,0.122,-0.082,0.191,0.125,-0.112,0.497,0.204,nan,1.336,3.90968,2.94315,0.347,0.3,2.527,193,2.149,0.014,10.783,10.6,quadratic
S07539.01,SIMULATED,K07539,12519942,1,14.813,0.933,0.119,-0.059,0.616,0.223,-0.079,0.75,0.202,-0.104,0.554,0.163,nan,1.029,3.7457,2.1321,0.694,0.187,2.082,234,1.114,0.015,16.097,9.2,quadratic
S00599.01,SIMULATED,K00599,10676824,1,14.854,0.81,0.125,-0.139,0.935,0.289,-0.096,0.145,0.22,-0.118,0.345,0.292,nan,1.776,28.75257,4.68884,0.561,0.163,1.244,303,4.047,0.017,39.377,45.3,quadratic
S03190.01,SIMULATED,K03190,5985713,1,11.458,0.929,0.077,-0.07,1.182,0.191,-0.21,-0.101,0.128,-0.203,0.345,0.292,nan,1.018,3.59177,3.38329,0.902,0.344,4.001,62,1.936,0.008,8.145,13.0,quadratic
S00522.01,SIMULATED,K00522,8265218,1,14.406,0.828,0.099,-0.109,0.806,0.211,-0.07,0.349,0.187,-0.094,0.373,0.279,nan,2.154,23.50422,13.34479,0.7,0.402,1.251,600,2.213,0.025,40.242,79.6,quadratic
S00670.01,SIMULATED,K00670,7033671,1,13.774,0.997,0.075,-0.06,1.477,0.193,-0.193,-0.36,0.129,-0.183,0.419,0.256,nan,2.138,24.12292,8.93116,0.161,0.785,2.975,176,4.254,0.013,23.761,42.5,quadratic
S04499.01,SIMULATED,K04499,10937749,1,14.652,1.115,0.108,-0.119,0.874,0.246,-0.082,0.372,0.207,-0.108,0.324,0.298,nan,1.343,13.72142,12.77316,0.159,0.293,1.941,198,2.756,0.014,28.62,11.5,quadratic
S01868.01,SIMULATED,K01868,6773862,1,15.22,0.523,0.031,-0.043,0.541,0.037,-0.04,0.668,0.064,-0.083,0.38,0.338,nan,2.196,29.38115,1.57836,0.494,0.803,0.796,1383,1.299,0.037,59.653,42.6,quadratic
S01406.01,SIMULATED,K01406,9271752,1,14.63,1.317,0.158,-0.144,0.863,0.335,-0.112,0.461,0.234,-0.128,0.315,0.303,nan,2.063,19.30623,8.80394,0.517,0.271,0.844,480,2.706,0.022,38.483,57.0,quadratic
S06538.01,SIMULATED,K06538,5193439,1,14.52,0.903,0.153,-0.139,1.32,0.334,-0.119,-0.256,0.23,-0.133,0.319,0.302,nan,1.233,5.34943,5.31651,0.009,0.28,5.422,73,5.34,0.009,9.429,11.1,quadratic
S02528.01,SIMULATED,K02528,9205907,1,15.646,1.034,0.118,-0.129,0.693,0.257,-0.086,0.641,0.212,-0.113,0.334,0.296,nan,1.704,29.1731,26.94543,0.45,0.43,4.368,507,5.334,0.023,58.164,20.1,quadratic
S03347.01,SIMULATED,K03347,8824737,1,15.487,0.827,0.083,-0.102,0.576,0.176,-0.07,0.785,0.17,-0.1,0.434,0.243,nan,1.071,11.04638,3.52226,0.35,0.04,1.781,290,2.278,0.017,34.016,15.7,quadratic
S00782.01,SIMULATED,K00782,11960862,1,15.312,1.018,0.129,-0.097,0.962,0.28,-0.151,0.208,0.207,-0.176,0.334,0.296,nan,1.716,18.35057,12.54274,0.547,0.353,1.875,267,2.746,0.016,30.624,221.1,quadratic
S02948.01,SIMULATED,K02948,6356692,1,11.926,0.9,0.075,-0.038,1.151,0.212,-0.283,-0.08,0.135,-0.287,0.448,0.236,nan,1.184,22.29144,14.85167,0.016,0.169,5.328,88,7.03,0.009,27.956,19.0,quadratic
S01958.01,SIMULATED,K01958,9836149,1,15.2,0.927,0.055,-0.076,0.985,0.136,-0.063,0.135,0.118,-0.073,0.345,0.292,nan,1.748,25.92511,15.86904,0.72,0.699,6.182,264,2.996,0.016,36.471,22.5,quadratic
S03258.01,SIMULATED,K03258,4366323,1,15.676,0.855,0.082,-0.112,0.85,0.166,-0.071,0.293,0.157,-0.099,0.386,0.271,nan,2.19,24.67474,5.62511,0.895,0.156,3.961,557,2.622,0.024,39.82,11.3,quadratic
S02105.01,SIMULATED,K02105,8165946,1,13.862,1.031,0.064,-0.064,0.825,0.154,-0.055,0.412,0.126,-0.059,0.359,0.287,nan,1.483,1.23843,1.08372,0.288,0.879,1.823,271,0.402,0.016,5.94,25.4,quadratic
S04601.01,SIMULATED,K04601,11153476,1,13.757,1.23,0.159,-0.159,0.713,0.353,-0.118,0.68,0.231,-0.127,0.319,0.302,nan,1.346,21.32456,12.39144,0.979,0.361,3.751,299,1.089,0.017,48.625,10.7,quadratic
S03116.01,SIMULATED,K03116,11720424,1,15.376,1.339,0.154,-0.154,0.815,0.353,-0.118,0.543,0.229,-0.125,0.319,0.302,nan,2.045,13.70768,0.8252,0.789,0.778,5.92,529,1.817,0.023,32.618,12.9,quadratic
S01518.01,SIMULATED,K01518,7549209,1,15.219,0.909,0.116,-0.116,0.71,0.278,-0.087,0.554,0.225,-0.112,0.393,0.268,nan,2.03,16.87021,0.14653,0.855,0.113,1.53,686,1.729,0.026,37.765,30.7,quadratic
S04692.02,SIMULATED,K04692,10972902,1,14.766,0.868,0.09,-0.099,0.82,0.222,-0.059,0.347,0.201,-0.083,0.324,0.298,nan,1.15,5.27245,1.83362,0.943,0.875,4.607,165,3.751,0.013,14.842,8.4,quadratic
S04120.01,SIMULATED,K04120,9700449,1,15.092,1.182,0.154,-0.139,1.065,0.349,-0.116,0.14,0.233,-0.125,0.315,0.303,nan,2.198,19.22732,4.31645,0.074,0.389,1.973,358,3.378,0.019,29.991,15.8,quadratic
S03051.01,SIMULATED,K03051,9959492,1,15.276,1.044,0.1,-0.12,0.464,0.352,-0.072,1.169,0.266,-0.093,0.313,0.303,nan,1.498,13.64746,5.57684,0.668,0.102,4.837,877,1.721,0.03,52.562,11.2,quadratic
S02074.01,SIMULATED,K02074,8866137,1,15.824,0.711,0.057,-0.098,0.834,0.096,-0.059,0.237,0.107,-0.091,0.497,0.204,nan,2.16,28.61782,4.53338,0.001,0.517,6.087,563,5.057,0.024,42.126,28.4,quadratic
S05476.01,SIMULATED,K05476,8105719,1,15.563,0.899,0.076,-0.048,1.326,0.18,-0.198,-0.265,0.123,-0.192,0.41,0.26,nan,1.743,10.88193,0.04847,0.737,0.859,4.514,145,12.453,0.012,15.037,12.5,quadratic
S00297.01,SIMULATED,K00297,11905011,1,12.182,1.381,0.088,-0.088,1.299,0.26,-0.213,-0.051,0.14,-0.163,0.388,0.282,nan,1.918,3.59268,3.32357,0.207,0.45,2.184,183,2.106,0.014,8.463,39.5,quadratic
S05331.01,SIMULATED,K05331,6869373,1,15.164,1.024,0.033,-0.06,0.862,0.08,-0.034,0.353,0.082,-0.046,0.526,0.186,nan,1.22,9.12652,6.03797,0.339,0.724,5.447,168,4.619,0.013,21.486,8.6,quadratic
S02484.01,SIMULATED,K02484,10453588,1,12.464,0.816,0.073,-0.042,1.365,0.202,-0.27,-0.345,0.133,-0.277,0.372,0.279,nan,1.411,15.34405,3.40248,0.44,0.738,4.372,89,13.283,0.009,17.785,19.5,quadratic
S00586.01,SIMULATED,K00586,9570741,1,14.608,0.989,0.122,-0.122,0.515,0.266,-0.089,1.008,0.211,-0.111,0.351,0.289,nan,2.205,7.87929,4.49833,0.487,0.646,4.462,1539,3.498,0.039,32.22,39.4,quadratic
S00488.01,SIMULATED,K00488,2557816,1,14.72,0.719,0.098,-0.042,0.861,0.162,-0.108,0.201,0.157,-0.147,0.356,0.286,nan,2.009,29.47711,5.38634,0.188,0.792,0.299,457,2.679,0.021,41.782,42.6,quadratic
S02005.01,SIMULATED,K02005,6665512,1,14.832,0.565,0.061,-0.038,0.565,0.049,-0.054,0.645,0.077,-0.098,0.641,0.097,nan,1.474,10.19621,7.37028,0.693,0.748,1.087,572,0.81,0.024,28.945,39.9,quadratic
S02372.01,SIMULATED,K02372,12254909,1,13.386,1.323,0.07,-0.088,1.068,0.195,-0.097,0.184,0.131,-0.087,0.381,0.28,nan,1.06,4.8811,0.51922,0.344,0.089,2.9,82,2.775,0.009,12.442,23.3,quadratic
S01245.01,SIMULATED,K01245,6693640,1,14.2,1.096,0.157,-0.157,0.956,0.345,-0.123,0.248,0.223,-0.128,0.295,0.31,nan,2.021,11.14451,4.34544,0.689,0.043,1.959,375,2.716,0.019,22.654,48.3,quadratic
S00247.01,SIMULATED,K00247,11852982,1,14.216,0.495,0.039,-0.042,0.453,0.034,-0.05,0.876,0.061,-0.106,0.422,0.304,nan,1.94,25.51933,11.02925,0.066,0.457,5.868,1543,3.462,0.039,63.742,46.7,quadratic
S01659.01,SIMULATED,K01659,4650733,1,15.111,1.35,0.163,-0.2,0.999,0.39,-0.139,0.281,0.224,-0.132,0.3,0.314,nan,2.021,12.63103,10.59989,0.195,0.643,6.051,343,3.435,0.019,25.247,18.8,quadratic
S05917.01,SIMULATED,K05917,11601425,1,14.847,0.825,0.114,-0.114,0.81,0.273,-0.091,0.341,0.215,-0.112,0.393,0.268,nan,1.19,1.29592,0.08141,0.239,0.729,3.089,181,1.116,0.013,5.795,9.4,quadratic
S02790.01,SIMULATED,K02790,5652893,1,13.38,0.751,0.053,-0.037,0.765,0.041,-0.046,0.374,0.051,-0.062,0.49,0.208,nan,1.467,28.39237,28.05938,0.85,0.717,5.952,309,2.371,0.018,46.545,22.6,quadratic
S07630.01,SIMULATED,K07630,2302997,1,14.709,0.591,0.026,-0.036,0.517,0.031,-0.031,0.781,0.054,-0.063,0.464,0.259,nan,1.099,7.53115,1.72175,0.554,0.847,4.272,380,4.267,0.019,26.253,7.9,quadratic
S01934.01,SIMULATED,K01934,4242147,1,14.649,0.785,0.036,-0.036,0.784,0.032,-0.036,0.36,0.04,-0.05,0.632,0.105,nan,1.799,6.5181,0.1915,0.215,0.321,1.262,442,2.088,0.021,17.27,40.1,quadratic
S03066.01,SIMULATED,K03066,4067925,1,15.911,0.767,0.064,-0.085,0.837,0.119,-0.055,0.266,0.126,-0.08,0.509,0.196,nan,2.204,28.70421,17.873,0.098,0.074,5.044,582,5.556,0.024,43.144,14.0,quadratic
S06925.01,SIMULATED,K06925,7868967,1,15.663,0.627,0.05,-0.07,0.504,0.05,-0.07,0.838,0.084,-0.154,0.46,0.268,nan,1.033,9.44084,8.83539,0.462,0.619,3.918,352,2.846,0.019,31.906,7.2,quadratic
S07834.01,SIMULATED,K07834,7366501,1,15.051,0.944,0.13,-0.143,1.121,0.276,-0.092,-0.025,0.216,-0.116,0.345,0.292,nan,1.482,4.66327,2.22843,0.363,0.83,5.891,146,2.68,0.012,10.279,8.6,quadratic
S01361.01,SIMULATED,K01361,6960913,1,14.995,0.577,0.036,-0.029,0.653,0.023,-0.037,0.467,0.038,-0.063,0.552,0.188,nan,2.117,16.66224,4.90727,0.738,0.154,3.117,884,2.571,0.03,35.026,51.8,quadratic
S02868.01,SIMULATED,K02868,8884274,1,15.97,0.827,0.083,-0.115,0.74,0.181,-0.072,0.459,0.169,-0.101,0.434,0.243,nan,2.076,20.5552,19.34266,0.183,0.298,2.911,661,3.536,0.026,40.046,17.5,quadratic
S02755.01,SIMULATED,K02755,3545135,1,12.147,0.882,0.054,-0.067,0.921,0.126,-0.073,0.202,0.111,-0.083,0.386,0.271,nan,1.062,19.94651,18.52899,0.153,0.819,3.055,111,2.531,0.011,32.223,21.3,quadratic
S00618.01,SIMULATED,K00618,10353968,1,14.959,0.977,0.1,-0.12,1.123,0.264,-0.088,-0.012,0.207,-0.107,0.41,0.26,nan,1.812,19.35979,9.71195,0.327,0.796,6.158,218,3.563,0.015,26.815,59.1,quadratic
S06179.01,SIMULATED,K06179,8374077,1,15.735,0.919,0.14,-0.156,0.982,0.318,-0.106,0.135,0.224,-0.121,0.366,0.284,nan,2.015,21.19613,16.51525,0.548,0.836,3.653,353,4.048,0.019,31.891,14.2,quadratic
S03127.01,SIMULATED,K03127,9907129,1,14.93,1.033,0.097,-0.073,1.393,0.239,-0.263,-0.269,0.138,-0.227,0.405,0.264,nan,2.292,0.47311,0.17848,0.26,0.597,1.681,227,1.026,0.015,1.854,14.2,quadratic
S01591.01,SIMULATED,K01591,10028140,1,15.372,0.759,0.07,-0.096,0.703,0.112,-0.06,0.489,0.123,-0.092,0.49,0.208,nan,1.84,10.02186,2.12003,0.663,0.618,2.834,576,1.56,0.024,25.394,25.5,quadratic
S01507.01,SIMULATED,K01507,12020218,1,15.259,0.914,0.139,-0.153,1.098,0.316,-0.105,-0.011,0.226,-0.123,0.315,0.303,nan,1.909,14.73936,0.87741,0.232,0.715,1.329,254,2.056,0.016,22.368,33.2,quadratic
S01861.01,SIMULATED,K01861,3648437,1,13.926,0.88,0.074,-0.066,1.46,0.197,-0.271,-0.4,0.121,-0.249,0.382,0.274,nan,2.295,29.84367,27.19083,0.038,0.842,1.693,207,2.556,0.014,26.569,47.5,quadratic
S07426.01,SIMULATED,K07426,11241560,1,15.352,0.759,0.085,-0.057,0.794,0.079,-0.087,0.33,0.087,-0.115,0.575,0.15,nan,1.293,25.85889,10.55797,0.287,0.616,5.08,222,8.429,0.015,42.292,8.8,quadratic
S04570.01,SIMULATED,K04570,4060229,1,14.638,0.868,0.063,-0.051,1.437,0.173,-0.19,-0.384,0.124,-0.195,0.334,0.296,nan,2.002,5.89454,2.33947,0.376,0.8,2.31,163,1.756,0.013,9.118,12.8,quadratic
S04443.01,SIMULATED,K04443,5780855,1,13.802,1.184,0.2,-0.2,1.461,0.459,-0.282,-0.271,0.227,-0.245,0.274,0.319,nan,1.135,7.4233,4.79879,0.498,0.427,3.005,50,3.665,0.007,11.597,11.2,quadratic
S04605.01,SIMULATED,K04605,12458605,1,13.515,1.017,0.143,-0.117,1.114,0.305,-0.102,0.016,0.227,-0.121,0.345,0.292,nan,1.108,25.50894,15.14119,0.324,0.286,1.136,83,4.305,0.009,32.924,12.0,quadratic
S01656.01,SIMULATED,K01656,4471747,1,15.03,1.082,0.073,-0.097,1.008,0.224,-0.163,0.173,0.137,-0.14,0.373,0.283,nan,1.848,16.18898,15.19117,0.818,0.154,4.45,282,3.162,0.017,27.435,15.4,quadratic
S04204.01,SIMULATED,K04204,10593535,1,13.966,1.093,0.086,-0.07,1.2,0.194,-0.194,-0.05,0.129,-0.183,0.41,0.26,nan,1.389,21.32433,19.88567,0.978,0.801,1.98,112,0.516,0.011,27.773,15.5,quadratic
S02356.01,SIMULATED,K02356,11461844,1,14.5,1.152,0.133,-0.148,1.063,0.312,-0.125,0.132,0.218,-0.14,0.359,0.287,nan,1.274,27.29535,11.1657,0.178,0.662,4.085,120,8.909,0.011,37.641,17.0,quadratic
S02827.01,SIMULATED,K02827,7428736,1,14.572,0.798,0.11,-0.055,0.857,0.13,-0.106,0.253,0.132,-0.143,0.477,0.218,nan,1.367,29.91829,17.21621,0.146,0.711,2.908,213,3.157,0.015,43.908,12.6,quadratic
S03343.01,SIMULATED,K03343,3236705,1,14.97,0.946,0.067,-0.045,0.945,0.175,-0.194,0.199,0.12,-0.188,0.47,0.224,nan,2.279,17.03211,7.25232,0.256,0.104,6.28,489,4.427,0.022,28.949,10.9,quadratic
S01085.01,SIMULATED,K01085,10118816,1,15.233,0.461,0.03,-0.041,0.519,0.037,-0.037,0.667,0.064,-0.078,0.277,0.401,nan,1.356,13.45032,9.42406,0.939,0.502,2.496,573,0.787,0.024,35.411,12.6,quadratic
S04460.01,SIMULATED,K04460,9947389,1,14.636,0.886,0.066,-0.038,1.248,0.158,-0.158,-0.192,0.119,-0.163,0.46,0.229,nan,2.173,18.95551,14.77894,0.049,0.252,0.543,254,5.466,0.016,23.025,12.7,quadratic
S02910.01,SIMULATED,K02910,4483138,1,15.384,0.789,0.074,-0.062,0.922,0.099,-0.099,0.153,0.099,-0.127,0.582,0.145,nan,2.148,16.99653,2.09923,0.448,0.063,2.753,456,4.168,0.021,27.892,19.7,quadratic
S07749.01,SIMULATED,K07749,5888187,1,13.623,0.853,0.064,-0.032,1.108,0.058,-0.094,-0.054,0.059,-0.108,0.526,0.186,nan,1.984,15.25409,13.86244,0.132,0.272,3.598,269,5.798,0.016,22.15,10.8,quadratic
S04706.01,SIMULATED,K04706,10026502,1,13.658,0.916,0.158,-0.115,1.536,0.339,-0.121,-0.448,0.229,-0.129,0.315,0.303,nan,1.358,10.51665,6.44492,0.033,0.454,0.83,65,4.234,0.008,12.776,10.3,quadratic
S02984.01,SIMULATED,K02984,7918652,1,13.066,1.275,0.09,-0.09,1.499,0.239,-0.139,-0.273,0.139,-0.11,0.34,0.302,nan,1.486,12.73397,3.33151,0.823,0.133,5.524,82,3.738,0.009,16.597,15.8,quadratic
S03316.01,SIMULATED,K03316,9031209,1,15.549,0.871,0.071,-0.094,0.764,0.122,-0.057,0.44,0.132,-0.088,0.49,0.208,nan,2.093,14.33838,3.74302,0.792,0.669,3.782,630,2.844,0.025,31.041,38.0,quadratic
S00479.01,SIMULATED,K00479,11015323,1,14.106,0.981,0.06,-0.049,0.842,0.11,-0.08,0.365,0.1,-0.091,0.453,0.233,nan,1.76,21.21846,2.33542,0.788,0.13,0.804,367,2.496,0.019,38.063,83.9,quadratic
S00374.01,SIMULATED,K00374,8686097,1,12.209,0.915,0.073,-0.06,1.059,0.175,-0.175,0.035,0.127,-0.178,0.386,0.271,nan,2.159,3.37749,2.53881,0.927,0.099,2.449,349,1.182,0.019,8.681,92.9,quadratic
S03259.01,SIMULATED,K03259,2853029,1,15.679,0.902,0.055,-0.037,1.053,0.081,-0.066,0.037,0.078,-0.075,0.517,0.191,nan,1.798,10.05164,1.95149,0.831,0.441,5.624,244,3.07,0.016,17.981,11.3,quadratic
S01710.01,SIMULATED,K01710,7815744,1,15.469,0.74,0.072,-0.072,0.796,0.105,-0.045,0.315,0.126,-0.074,0.454,0.234,nan,1.988,10.53287,4.05208,0.219,0.89,2.828,523,1.252,0.023,22.973,26.7,quadratic
S01014.01,SIMULATED,K01014,8125580,1,15.759,0.524,0.032,-0.021,0.53,0.023,-0.029,0.696,0.044,-0.059,0.372,0.307,nan,2.102,12.5757,2.15538,0.679,0.865,4.036,1323,3.351,0.036,34.627,35.9,quadratic
S04189.01,SIMULATED,K04189,9897364,1,15.589,1.098,0.181,-0.164,1.694,0.424,-0.228,-0.497,0.231,-0.212,0.324,0.303,nan,2.248,1.7647,0.57737,0.704,0.391,4.064,148,3.59,0.012,3.742,27.4,quadratic
S02205.01,SIMULATED,K02205,9992325,1,15.464,0.813,0.095,-0.055,0.844,0.071,-0.079,0.28,0.085,-0.111,0.558,0.161,nan,1.885,3.95345,0.9959,0.639,0.115,4.635,419,2.323,0.02,11.636,18.0,quadratic
S02259.01,SIMULATED,K02259,8126558,1,15.364,1.029,0.12,-0.074,0.738,0.261,-0.161,0.558,0.199,-0.194,0.442,0.24,nan,2.085,18.8421,11.97695,0.933,0.357,0.75,671,1.132,0.026,40.781,19.4,quadratic
S01720.01,SIMULATED,K01720,10015937,1,15.742,0.808,0.037,-0.05,0.717,0.069,-0.04,0.489,0.072,-0.051,0.517,0.191,nan,2.195,26.14914,21.91544,0.356,0.587,5.139,787,6.956,0.028,48.133,21.2,quadratic
S02617.01,SIMULATED,K02617,4915638,1,15.868,0.796,0.078,-0.104,0.92,0.132,-0.066,0.159,0.138,-0.099,0.49,0.208,nan,1.271,0.82285,0.08683,0.792,0.381,4.23,160,1.53,0.013,3.722,14.9,quadratic
S04251.01,SIMULATED,K04251,8741470,1,13.795,1.011,0.125,-0.091,0.947,0.305,-0.222,0.224,0.197,-0.236,0.404,0.262,nan,1.187,18.32658,9.29149,0.663,0.373,1.749,131,2.342,0.011,30.992,9.0,quadratic
S04666.01,SIMULATED,K04666,11337012,1,15.355,0.66,0.109,-0.072,0.898,0.182,-0.084,0.109,0.169,-0.11,0.421,0.252,nan,1.334,15.17972,12.22447,0.561,0.346,4.744,185,5.616,0.014,25.018,9.5,cubic
S07863.01,SIMULATED,K07863,8107150,1,13.695,0.844,0.109,-0.079,0.935,0.231,-0.099,0.163,0.195,-0.124,0.373,0.279,nan,1.348,28.21176,26.42966,0.458,0.296,0.997,174,3.781,0.013,39.409,11.7,cubic
S07795.01,SIMULATED,K07795,6887030,1,14.81,0.829,0.09,-0.082,0.922,0.154,-0.066,0.174,0.157,-0.095,0.421,0.252,nan,1.258,15.8635,10.74734,0.718,0.651,4.902,156,6.729,0.013,27.074,9.3,cubic
