planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,limbdark_1,limbdark_2,pmass,prad,epoch,period,impact,depth,duration,ttv_type
S00365.02,SIMULATED,K00365,11623629,2,11.195,0.9106755040613592,0.04,-0.053,0.8761521709574073,0.015,-0.015,0.43155,0.24559999999999998,3.850408494802691,1.6456280651328354,2.227860812269501,8.856089550081595,0.7999447763235692,296.5124473607177,2.036873189320527,rebound
S01101.01,SIMULATED,K01101,3245969,2,15.681,0.8021431755297448,0.041,-0.049,0.7707339971087099,0.024,-0.023,0.5727,0.15015,5.480538403546251,2.154285671002497,71.62587907085697,115.84300253646157,0.5452865612037805,656.6533962217579,6.153027389715824,rebound
S01101.02,SIMULATED,K01101,3245969,2,15.681,0.8021431755297448,0.041,-0.049,0.7707339971087099,0.024,-0.023,0.5727,0.15015,3.5147345550476663,1.6305256263319925,5.154398751785495,244.6569374503572,0.36429461366981397,376.17061476818634,8.770607177425655,rebound
S02529.01,SIMULATED,K02529,8463346,2,15.856,0.7133825428708581,0.03,-0.028,0.6983998784890821,0.019,-0.019,0.627,0.1082,11.187408952162716,3.08492400297879,9.7331789261419,10.269247733332886,0.616743385934804,1639.9071921832683,2.427622992737488,rebound
S02529.02,SIMULATED,K02529,8463346,2,15.856,0.7133825428708581,0.03,-0.028,0.6983998784890821,0.019,-0.019,0.627,0.1082,5.707179884237312,2.1046013762325892,7.8398699769496,17.74885545464033,0.38705982340018286,763.2556561438464,3.4126467005101047,rebound
S00301.01,SIMULATED,K00301,3642289,2,12.73,1.2572030215237608,0.068,-0.081,1.351158025516091,0.031,-0.035,0.3403,0.3016,10.97929848782748,3.3321295086582796,0.6393506787981252,5.782464684176812,0.5524395998379642,511.1755776398554,3.4006742187032337,rebound
S00301.02,SIMULATED,K00301,3642289,2,12.73,1.2572030215237608,0.068,-0.081,1.351158025516091,0.031,-0.035,0.3403,0.3016,16.214203183923434,3.7992400278260954,5.891949959550263,8.704619842151509,0.608524210948275,664.5379931549201,3.708996992773438,rebound
S00691.02,SIMULATED,K00691,8480285,2,13.965,0.9218971864578172,0.084,-0.075,1.4499833842099876,0.04,-0.039,0.3342,0.2965,5.7585697920886805,2.277815085600116,79.72614033914242,113.49683463925277,0.24484967488274484,207.41946998017158,12.694659695363281,rebound
S00691.01,SIMULATED,K00691,8480285,2,13.965,0.9218971864578172,0.084,-0.075,1.4499833842099876,0.04,-0.039,0.3342,0.2965,7.6655216739209004,2.7622901167825784,76.34177397109102,154.7143883697575,0.27727143888253775,305.0360507153891,13.949724470159966,rebound
S02450.02,SIMULATED,K02450,7289317,2,14.834,0.9204358675987516,0.03,-0.04,0.8698479056812157,0.018,-0.016,0.4695,0.224,3.015285749937997,1.4555126954424922,21.43875280000007,93.72703455249997,0.36723719459617643,235.33362949197328,6.858335433862884,rebound
S02450.01,SIMULATED,K02450,7289317,2,14.834,0.9204358675987516,0.03,-0.04,0.8698479056812157,0.018,-0.016,0.4695,0.224,2.0625630050717465,1.2623492828155565,38.12577582153798,136.12176788472036,0.06177688920501835,177.0154088365478,8.334072664845142,rebound
S00790.01,SIMULATED,K00790,12470844,2,15.339,0.8974218050043179,0.052,-0.052,0.865368270760941,0.026,-0.025,0.4966,0.2043,7.1184873117393455,2.4238866205569725,5.2850178493098685,7.216783625126802,0.18350243539477715,659.4187768413478,3.0937407897660205,rebound
S00790.02,SIMULATED,K00790,12470844,2,15.339,0.8974218050043179,0.052,-0.052,0.865368270760941,0.026,-0.025,0.4966,0.2043,3.3608528765844374,1.685496889594606,3.8926791297228194,16.0730307464258,0.28978144726001226,318.8545490291609,3.9336570658357854,rebound
S06103.02,SIMULATED,K06103,3634051,2,13.436,1.1243489514623957,0.072,-0.074,1.2777169958075911,0.023,-0.027,0.3963,0.2701,13.623588392133914,3.733609839449282,39.34078958780987,45.59579955048178,0.1592323356142097,717.6739175636907,7.866785030904158,rebound
S06103.01,SIMULATED,K06103,3634051,2,13.436,1.1243489514623957,0.072,-0.074,1.2777169958075911,0.023,-0.027,0.3963,0.2701,5.906443238504642,2.1136621651654433,51.01687139256909,73.66978982841334,0.8806794823944666,230.0066778638011,4.429690484685904,rebound
S03053.02,SIMULATED,K03053,2716801,2,15.761,1.15130175498435,0.069,-0.075,1.0096484387946791,0.064,-0.057,0.3511,0.2889,1.586115426200823,1.1545883827595975,0.515374195902273,40.94990418386398,0.13993871461850846,109.91390866873677,5.968060021369504,rebound
S03053.01,SIMULATED,K03053,2716801,2,15.761,1.15130175498435,0.069,-0.075,1.0096484387946791,0.064,-0.057,0.3511,0.2889,5.0523557649220825,2.0113198345827135,8.895521264999891,84.39191174675442,0.5020693140165683,333.5497029271618,6.633492555284404,rebound
S02264.02,SIMULATED,K02264,12256520,2,14.477,0.9020467323095275,0.034,-0.044,0.9348589729961279,0.019,-0.018,0.4603,0.2291,2.0065318880049094,1.2503031077047346,4.783379085862233,6.657361915953731,0.46210933924294534,150.34087068514376,2.9300420315953244,rebound
S02264.01,SIMULATED,K02264,12256520,2,14.477,0.9020467323095275,0.034,-0.044,0.9348589729961279,0.019,-0.018,0.4603,0.2291,3.1192041511579474,1.536166786619042,5.871038204880879,11.503104922193888,0.13732579299097886,226.9463392902704,3.92718821558108,rebound
S03348.02,SIMULATED,K03348,9349757,2,15.246,1.0345401917387507,0.055,-0.063,1.0037716593554171,0.044,-0.041,0.4603,0.2291,2.809424608099267,1.501248162477307,10.539785612006018,13.68065589314107,0.08524480592032448,188.00688766882314,4.293136967651653,rebound
S03348.01,SIMULATED,K03348,9349757,2,15.246,1.0345401917387507,0.055,-0.063,1.0037716593554171,0.044,-0.041,0.4603,0.2291,6.286394942776136,2.280437831951926,13.655334448781103,20.695549594225515,0.48262795693077887,433.8156915442798,4.332125106503079,rebound
S04526.02,SIMULATED,K04526,3765917,2,15.271,1.032379911406868,0.075,-0.074,1.2973432104225426,0.062,-0.059,0.4046,0.2638,1.9101346640855539,1.223633047008101,14.552868987161073,23.55885107159484,0.8158533957748896,74.7706696204901,3.8626799033541137,rebound
S04526.01,SIMULATED,K04526,3765917,2,15.271,1.032379911406868,0.075,-0.074,1.2973432104225426,0.062,-0.059,0.4046,0.2638,3.7348434516751925,1.7728319098422234,7.2159058299323675,47.64534762372958,0.4031566457035646,156.95096677076174,7.7303982671798535,rebound
S00853.01,SIMULATED,K00853,6428700,2,15.376,0.7124163627686841,0.031,-0.036,0.6996121035204533,0.019,-0.018,0.5746,0.1496,2.9738681388889394,1.5755111809262026,4.110390948310821,7.575311218734663,0.8052304687027416,426.2525518900395,1.6559310154131175,rebound
S00853.02,SIMULATED,K00853,6428700,2,15.376,0.7124163627686841,0.031,-0.036,0.6996121035204533,0.019,-0.018,0.5746,0.1496,3.607293642152854,1.6427079133454847,2.7633220285383397,15.633713901239403,0.89200723248115,463.3879235877532,1.6071889200066483,rebound
S00255.02,SIMULATED,K00255,7021681,2,15.108,0.5948234162845044,0.013,-0.013,0.6477130496686185,0.018,-0.018,0.4224,0.3037,2.6176979420819304,1.3989501731125356,14.4124786370142,17.517321755343524,0.021161832384478784,392.0828444560416,3.6303117342709643,rebound
S00255.01,SIMULATED,K00255,7021681,2,15.108,0.5948234162845044,0.013,-0.013,0.6477130496686185,0.018,-0.018,0.4224,0.3037,4.635176802883204,2.0394764672230474,18.01196001212274,23.47632854627992,0.2203072805918408,833.3179648359894,3.9046790998943752,rebound
S01148.01,SIMULATED,K01148,8410727,2,13.908,1.1158641707236459,0.046,-0.063,1.2572869187673914,0.027,-0.027,0.3589,0.2891,2.1060012222471705,1.261180223871082,1.7171019872149027,8.229026664609199,0.8953577044376329,84.57152300749551,1.9784069075141402,rebound
S01148.02,SIMULATED,K01148,8410727,2,13.908,1.1158641707236459,0.046,-0.063,1.2572869187673914,0.027,-0.027,0.3589,0.2891,3.758397184312681,1.60411392699805,9.393084212865292,22.827754617921094,0.20295206034373306,136.81706391223418,6.1120940696294666,rebound
S02439.01,SIMULATED,K02439,6867555,2,15.438,1.5404130767740256,0.169,-0.169,2.0737710906679556,0.37,-0.123,0.3288,0.3024,2.304001387186909,1.3050569342582086,1.2012997010473427,7.59521247342943,0.7593332812419953,33.28709740183391,4.169146055301388,rebound
S02439.02,SIMULATED,K02439,6867555,2,15.438,1.5404130767740256,0.169,-0.169,2.0737710906679556,0.37,-0.123,0.3288,0.3024,1.680040709041132,1.133992524912517,7.724566433005722,12.728401493336033,0.06885241466643692,25.132598493761545,7.592414294148184,rebound
S03371.02,SIMULATED,K03371,11125797,2,13.747,0.8671511750886337,0.046,-0.033,1.1799407251866207,0.03,-0.03,0.4603,0.2291,13.894433441257608,3.566011681800375,6.3216646059842825,7.0595273932738465,0.11952104140229633,767.6862866860798,4.277934851266874,rebound
S03371.01,SIMULATED,K03371,11125797,2,13.747,0.8671511750886337,0.046,-0.033,1.1799407251866207,0.03,-0.03,0.4603,0.2291,14.998107747207305,3.7072173286153767,16.763302115993437,22.019034961192673,0.5062229621802223,829.6871285556368,5.429406969673545,rebound
S02078.01,SIMULATED,K02078,9351316,2,15.561,0.6542043383530979,0.024,-0.022,0.6312395791896099,0.014,-0.014,0.6834,0.0718,4.460851059865891,1.9735363456821329,2.3607327339079918,10.05906890127765,0.6759794783856471,821.5622132921658,2.1005920586578837,rebound
S02078.02,SIMULATED,K02078,9351316,2,15.561,0.6542043383530979,0.024,-0.022,0.6312395791896099,0.014,-0.014,0.6834,0.0718,3.702080224875782,1.6376387080888462,6.824814002836209,13.427313478353863,0.31092301645130965,565.7002728395507,2.9800691976112885,rebound
S03061.01,SIMULATED,K03061,4857058,2,14.316,0.8256674789646256,0.038,-0.045,0.7200418597292031,0.015,-0.015,0.5167,0.1914,2.1235617152793917,1.281490018617391,8.843949286415759,9.43773272631838,0.13946231469233067,266.2279250707345,2.9154923251531657,rebound
S03061.02,SIMULATED,K03061,4857058,2,14.316,0.8256674789646256,0.038,-0.045,0.7200418597292031,0.015,-0.015,0.5167,0.1914,2.4647837260540193,1.3710157704240886,2.3312732390142514,14.84991604073147,0.7070924119505267,304.72497663869217,2.4215942934179737,rebound
S01113.01,SIMULATED,K01113,2854914,2,13.703,1.2292603054687326,0.051,-0.064,1.2353057103376917,0.03,-0.029,0.3661,0.2844,14.469095936323217,3.5196370691494057,2.7175493118744014,8.166501387386324,0.10689272600004832,682.3159281515801,4.191325361618712,rebound
S01113.02,SIMULATED,K01113,2854914,2,13.703,1.2292603054687326,0.051,-0.064,1.2353057103376917,0.03,-0.029,0.3661,0.2844,1.5355341592737728,1.1465327873838553,3.990498110149074,13.676145474129468,0.7765858153956332,72.40402356049316,3.153711709231892,rebound
S01873.02,SIMULATED,K01873,4939346,2,15.674,1.1015944241847488,0.072,-0.084,1.305866657589582,0.113,-0.099,0.3288,0.3024,4.489681638725743,1.849387024454599,2.2408592928182762,13.403033895066082,0.37664110993527283,168.57632715220032,5.050549450336974,rebound
S01873.01,SIMULATED,K01873,4939346,2,15.674,1.1015944241847488,0.072,-0.084,1.305866657589582,0.113,-0.099,0.3288,0.3024,3.1826162435241825,1.5563904321174582,14.554259561459958,18.455961621300798,0.694049419534498,119.39278411488024,4.366892823294896,rebound
S00872.02,SIMULATED,K00872,7109675,2,15.262,0.9265948729536674,0.037,-0.045,0.8191268857820164,0.021,-0.02,0.5484,0.1742,2.0638636173350364,1.242637152729011,2.735219747031481,4.5099270689208835,0.4207683858981162,193.4304972232582,2.2861037046798476,rebound
S00872.01,SIMULATED,K00872,7109675,2,15.262,0.9265948729536674,0.037,-0.045,0.8191268857820164,0.021,-0.02,0.5484,0.1742,1.567424272422704,1.1545656824672954,0.20110993391934276,6.0204493884621195,0.38566246120689374,166.9835036862882,2.5597196578960553,rebound
S00647.01,SIMULATED,K00647,5531694,2,13.55,0.9291966702866503,0.071,-0.081,1.388056077349313,0.033,-0.034,0.3354,0.2949,2.5672445437899314,1.3874680673133264,8.562391692039432,10.777120978253183,0.28929357646488046,83.97898297364904,5.459658129803595,rebound
S00647.02,SIMULATED,K00647,5531694,2,13.55,0.9291966702866503,0.071,-0.081,1.388056077349313,0.033,-0.034,0.3354,0.2949,3.4321214705401446,1.584170464915354,18.634876020450907,21.0582982037985,0.33981103755529946,109.47840003855025,6.706124204700529,rebound
S02147.02,SIMULATED,K02147,10404582,2,14.5,0.9799358762788261,0.071,-0.063,1.3289282231061605,0.077,-0.073,0.4096,0.2602,16.7537534273363,4.832358304965295,31.110602138892496,63.975901724492324,0.48185587691903436,1111.3576638376196,8.511512535235331,rebound
S02147.01,SIMULATED,K02147,10404582,2,14.5,0.9799358762788261,0.071,-0.063,1.3289282231061605,0.077,-0.073,0.4096,0.2602,7.4576523294420225,2.7058245912855527,13.431454419999467,111.58953376314288,0.864891591157853,348.4455084401948,5.869461834552118,rebound
S01945.02,SIMULATED,K01945,11656918,2,14.52,1.0189381929109893,0.051,-0.058,0.8904706400478208,0.025,-0.023,0.5206,0.18975,5.591774979665402,2.127808631571133,0.9086570667111121,17.457189413094266,0.269126215041078,479.9152655046355,4.013314678985785,rebound
S01945.01,SIMULATED,K01945,11656918,2,14.52,1.0189381929109893,0.051,-0.058,0.8904706400478208,0.025,-0.023,0.5206,0.18975,2.7501563465394745,1.4249899639950327,8.112064970948467,29.48592443561471,0.5468419853498433,215.24002969110578,4.154987370073631,rebound
S02076.01,SIMULATED,K02076,9517393,2,15.273,1.1981888067314364,0.052,-0.066,0.9843253740896634,0.04,-0.038,0.3661,0.2844,14.432294173833228,3.757099136929435,34.627908276083694,57.80433500663929,0.3010819021214306,1224.5219936421759,6.202757985690632,rebound
S02076.02,SIMULATED,K02076,9517393,2,15.273,1.1981888067314364,0.052,-0.066,0.9843253740896634,0.04,-0.038,0.3661,0.2844,6.987501052730661,2.679088741390066,27.731836830409108,89.46089078596492,0.28911603288834326,622.6377943429574,7.202794972338091,rebound
S02374.01,SIMULATED,K02374,9364290,2,14.623,0.9937691923479276,0.064,-0.073,1.1749701511120916,0.035,-0.032,0.4554,0.2329,4.920709741731908,2.04804780594799,6.030920609481153,13.566873424918324,0.48982722058643374,255.36722268969913,4.443894396883848,rebound
S02374.02,SIMULATED,K02374,9364290,2,14.623,0.9937691923479276,0.064,-0.073,1.1749701511120916,0.035,-0.032,0.4554,0.2329,5.50000586084827,2.241226478936751,12.588898197888623,18.152355797527637,0.6758716913187293,305.8133661773824,4.140181636031721,rebound
S02051.02,SIMULATED,K02051,7265298,2,15.087,1.1727268374564555,0.073,-0.07,1.1526811127574477,0.051,-0.048,0.4096,0.2602,1.6809430868269877,1.173081627423558,0.11757891839392533,11.714600881859166,0.18595891811152393,87.0515991026592,4.427837646791453,rebound
S02051.01,SIMULATED,K02051,7265298,2,15.087,1.1727268374564555,0.073,-0.07,1.1526811127574477,0.051,-0.048,0.4096,0.2602,1.6263412246550186,1.1377098869277362,0.6050897940186196,15.778143549468085,0.6321335903552694,81.88104029995279,3.8560857850476244,rebound
S00171.01,SIMULATED,K00171,7831264,2,13.717,1.4097399522093923,0.055,-0.054,1.41592991038449,0.038,-0.032,0.3534,0.2904,11.284133178920644,3.3797920992505963,12.715377307772869,18.94984469317759,0.5366476455886681,478.88926559090436,5.156770312027704,rebound
S00171.02,SIMULATED,K00171,7831264,2,13.717,1.4097399522093923,0.055,-0.054,1.41592991038449,0.038,-0.032,0.3534,0.2904,2.280238694224262,1.3448490038556038,10.440787298717485,31.69829591159639,0.44267039047330675,75.82321250071787,6.5051675022729025,rebound
S03456.01,SIMULATED,K03456,6364582,2,12.988,0.8909626822335378,0.062,-0.052,1.2127853697942956,0.031,-0.03,0.36545,0.28135,2.403695714379749,1.3316197764480209,9.113558307611898,26.956976386888865,0.6004423334062988,101.32840715889009,5.485552571835079,rebound
S03456.02,SIMULATED,K03456,6364582,2,12.988,0.8909626822335378,0.062,-0.052,1.2127853697942956,0.031,-0.03,0.36545,0.28135,2.8448968650894426,1.5366439978983855,6.082300661272803,36.45730558643129,0.2061933533475641,134.93271869017633,7.423518653308373,rebound
S03878.02,SIMULATED,K03878,4472818,2,12.72,0.9207173634890123,0.05,-0.062,1.0085452163972084,0.019,-0.018,0.4096,0.2602,3.574170906480813,1.752044954094749,96.53210443406591,117.73101341521979,0.5592642812474206,253.65205437953622,7.646046141414244,rebound
S03878.01,SIMULATED,K03878,4472818,2,12.72,0.9207173634890123,0.05,-0.062,1.0085452163972084,0.019,-0.018,0.4096,0.2602,3.5418012519623407,1.673047179519683,84.14551889047566,296.23127049114294,0.22694819521624454,231.29394846047873,12.217625978642905,rebound
S01783.01,SIMULATED,K01783,10005758,2,13.929,1.022952569458466,0.052,-0.066,1.1925876559499267,0.026,-0.026,0.3958,0.2678,13.725373602923145,3.8025857168732196,5.725643603103139,10.069168348198115,0.40831552247940245,854.5078309438986,4.235145946139312,rebound
S01783.02,SIMULATED,K01783,10005758,2,13.929,1.022952569458466,0.052,-0.066,1.1925876559499267,0.026,-0.026,0.3958,0.2678,11.034648000466172,2.9154944452811358,21.715836385415674,29.058930760930735,0.3603145189290312,502.32229996308206,6.16190013292166,rebound
S02744.02,SIMULATED,K02744,5881813,2,15.162,0.7623296394530645,0.062,-0.056,0.9482141957614763,0.037,-0.036,0.5191,0.1923,1.6417471930621785,1.1764396598919902,32.648502667758336,34.83515975999078,0.5552328880055436,129.37937523038678,5.117948957982451,rebound
S02744.01,SIMULATED,K02744,5881813,2,15.162,0.7623296394530645,0.062,-0.056,0.9482141957614763,0.037,-0.036,0.5191,0.1923,2.104498418784862,1.2890660639484137,48.99158918586958,68.48664394511854,0.25184197298747546,155.337419515783,7.460610749931782,rebound
S01889.02,SIMULATED,K01889,11074178,2,15.338,0.8086218035148245,0.04,-0.054,0.831732517431403,0.027,-0.025,0.3858,0.2711,13.7588864446256,3.945476064697111,0.7077385423965377,5.730248817387325,0.1580559256513943,1891.3421691537058,2.8635611415755595,rebound
S01889.01,SIMULATED,K01889,11074178,2,15.338,0.8086218035148245,0.04,-0.054,0.831732517431403,0.027,-0.025,0.3858,0.2711,5.046245905943331,1.957328397896232,6.203933399060095,9.765632895070636,0.2565706480992127,465.4774791969182,3.348079837434778,rebound
S00546.02,SIMULATED,K00546,12058931,2,14.896,1.258573713805853,0.066,-0.079,1.2534358255186024,0.056,-0.056,0.3288,0.3024,6.4808738007539235,2.454625404557315,8.78159683428338,9.984010307453197,0.22148172543883873,322.33308439776624,4.425264603153492,rebound
S00546.01,SIMULATED,K00546,12058931,2,14.896,1.258573713805853,0.066,-0.079,1.2534358255186024,0.056,-0.056,0.3288,0.3024,6.213369368487995,2.428448059413356,12.639972387302336,13.351345323389973,0.5602006474736043,315.49470342956573,4.141203677712383,rebound
S00108.01,SIMULATED,K00108,4914423,2,12.287,1.4525059894426875,0.058,-0.054,1.4709156139925337,0.03,-0.032,0.3589,0.2891,2.581313206719134,1.385913287112564,10.294110411160366,10.61253221024751,0.08623792896353251,74.61656328574261,5.161798670071253,rebound
S00108.02,SIMULATED,K00108,4914423,2,12.287,1.4525059894426875,0.058,-0.054,1.4709156139925337,0.03,-0.032,0.3589,0.2891,8.774848215148916,2.9255923244600166,16.077290782054373,22.310227524814543,0.14170824388904238,332.49930446789716,6.570289513844319,rebound
S01940.02,SIMULATED,K01940,10005788,2,15.389,0.6278588459857896,0.021,-0.019,0.6170243092001848,0.015,-0.014,0.2869,0.0748,3.7397706122823773,1.8423020609268312,2.1291064411772256,7.614250281312502,0.41472010787034697,749.3000618095774,2.341537121935079,rebound
S01940.01,SIMULATED,K01940,10005788,2,15.389,0.6278588459857896,0.021,-0.019,0.6170243092001848,0.015,-0.014,0.2869,0.0748,6.360082841224144,2.3352205015615173,5.33726648487166,11.701632892869535,0.7818872114475102,1203.8985243746004,1.8513607679205155,rebound
S03370.02,SIMULATED,K03370,11657614,2,14.779,0.795997410669529,0.029,-0.035,0.7046671075309004,0.014,-0.015,0.582,0.1451,3.4210767081233784,1.5640746901403122,16.714524204723542,18.54690652457558,0.8746472607763559,414.08130012181783,1.7710497670833398,rebound
S03370.01,SIMULATED,K03370,11657614,2,14.779,0.795997410669529,0.029,-0.035,0.7046671075309004,0.014,-0.015,0.582,0.1451,5.1167885487835445,2.17373589342111,7.645582404954116,31.41791314363711,0.5796398170818883,799.8051474409855,3.548996755675743,rebound
S02498.01,SIMULATED,K02498,5959719,2,13.942,0.8462059563868148,0.048,-0.039,0.7770369046785007,0.016,-0.016,0.4966,0.2043,16.916224782823154,4.205266181859378,9.063498357893145,35.5332383706311,0.1914591819655732,2461.740844372038,4.812025745556095,rebound
S02498.02,SIMULATED,K02498,5959719,2,13.942,0.8462059563868148,0.048,-0.039,0.7770369046785007,0.016,-0.016,0.4966,0.2043,8.026320085886665,2.659480342054456,40.88221603206444,52.11403960792657,0.7472562288587762,984.5752606678492,3.7016770836957935,rebound
S00672.01,SIMULATED,K00672,7115785,2,13.998,1.0263373421229793,0.04,-0.051,0.9529646105349672,0.018,-0.017,0.4526,0.2327,5.975494007961584,2.391601104396793,0.14061691406791405,5.516704423967553,0.4430062004008439,529.3739744266338,2.7169665149287616,rebound
S00672.02,SIMULATED,K00672,7115785,2,13.998,1.0263373421229793,0.04,-0.051,0.9529646105349672,0.018,-0.017,0.4526,0.2327,12.115803151612083,3.548506417742865,8.123890953204103,11.07776931647616,0.14746742181483763,1165.4034133163225,3.7808799674375098,rebound
S01404.01,SIMULATED,K01404,8874090,2,15.931,0.643952677267929,0.028,-0.023,0.6158527111434703,0.019,-0.018,0.2631,0.426,6.054099027009904,2.34981290335986,0.6273169289157878,11.301143344504439,0.8573750334922281,1223.6338843900173,1.4952649081738205,rebound
S01404.02,SIMULATED,K01404,8874090,2,15.931,0.643952677267929,0.028,-0.023,0.6158527111434703,0.019,-0.018,0.2631,0.426,4.939347340209606,2.01677344693259,11.93563166265985,34.202346067673446,0.7710126837686925,901.3618147572433,2.676108427027081,rebound
S02413.01,SIMULATED,K02413,3234598,2,15.07,0.7468228447733783,0.041,-0.026,0.7107296166460884,0.021,-0.038,0.6908,0.0628,8.786081747338532,2.8782785640985646,5.448628433480259,5.577224136480299,0.7214342990122367,1378.4641052683428,1.7462685447213837,rebound
S02413.02,SIMULATED,K02413,3234598,2,15.07,0.7468228447733783,0.041,-0.026,0.7107296166460884,0.021,-0.038,0.6908,0.0628,16.121082319257756,4.025052608660664,10.307056416864535,12.233118214510158,0.35124330591150404,2695.708557526744,3.067860895270644,rebound
S04034.01,SIMULATED,K04034,10089911,2,13.487,1.2838012264659537,0.048,-0.049,1.3036939830598733,0.032,-0.031,0.3255,0.3111,12.968282980695182,3.383368715367995,4.264931305687787,5.724556628199716,0.09533906722685218,566.0906447147868,3.8774269519474767,rebound
S04034.02,SIMULATED,K04034,10089911,2,13.487,1.2838012264659537,0.048,-0.049,1.3036939830598733,0.032,-0.031,0.3255,0.3111,6.459187440698121,2.5998984589459253,1.041466143478185,8.884391551343507,0.0938805411174108,334.27207128268003,4.489993243824155,rebound
S00519.01,SIMULATED,K00519,8022244,2,14.939,1.1613486755549893,0.074,-0.079,1.0700511197477292,0.048,-0.045,0.3588,0.2868,1.8413614494294437,1.1927554271872904,3.1993697754797976,6.193560748274853,0.3112504970879344,104.43171076966257,3.2252015940001817,rebound
S00519.02,SIMULATED,K00519,8022244,2,14.939,1.1613486755549893,0.074,-0.079,1.0700511197477292,0.048,-0.045,0.3588,0.2868,14.892820252569445,3.9372341596899423,6.898998603070058,13.21404769750393,0.1617734468977094,1137.9209120804458,4.311306984704464,rebound
S00999.01,SIMULATED,K00999,2165002,2,15.391,0.7358073585257142,0.03,-0.037,0.720696213228999,0.021,-0.019,0.5508,0.1646,2.072014785712321,1.2693194326268102,0.6900429521457458,5.243926036573242,0.42813351145727546,260.72100352603906,2.275188340092399,rebound
S00999.02,SIMULATED,K00999,2165002,2,15.391,0.7358073585257142,0.03,-0.037,0.720696213228999,0.021,-0.019,0.5508,0.1646,4.586712987545732,1.9578747429946377,14.319560000751745,15.611885236999283,0.6991665729163121,620.303124998276,2.589425189809286,rebound
S00870.01,SIMULATED,K00870,6949607,2,15.036,0.6511649381837096,0.025,-0.026,0.6837786242969397,0.013,-0.013,0.4639,0.2589,5.159468941074967,2.121238361347834,14.34427897312806,18.659489585094654,0.7217792078499891,808.8845609830394,2.6289354340447257,rebound
S00870.02,SIMULATED,K00870,6949607,2,15.036,0.6511649381837096,0.025,-0.026,0.6837786242969397,0.013,-0.013,0.4639,0.2589,2.257681989226303,1.286583083987209,21.08479726206024,29.425341960404428,0.6142636651170843,297.5659781909195,3.48862730867581,rebound
S01996.02,SIMULATED,K01996,4736569,2,15.629,0.7420195393962142,0.052,-0.053,0.7112980730450086,0.052,-0.053,0.5188,0.1941,1.9873173712423913,1.2660793335215952,7.6602759898583495,10.70823694249965,0.14038350782368603,266.2914464634501,3.1125037030178118,rebound
S01996.01,SIMULATED,K01996,4736569,2,15.629,0.7420195393962142,0.052,-0.053,0.7112980730450086,0.052,-0.053,0.5188,0.1941,3.618133835397471,1.602742229934057,12.73045477939976,15.856651514833782,0.3513848992584996,426.73939522213135,3.3545369444319846,rebound
S00626.02,SIMULATED,K00626,4478168,2,13.49,1.0135945090341385,0.07,-0.071,1.1480778683227608,0.03,-0.028,0.3511,0.2889,3.3172730831043507,1.5780747513234576,1.456001891155431,7.614173951592955,0.5618029606219113,158.80021790227417,3.3765765147968168,rebound
S00626.01,SIMULATED,K00626,4478168,2,13.49,1.0135945090341385,0.07,-0.071,1.1480778683227608,0.03,-0.028,0.3511,0.2889,15.8109558465711,4.038849497808458,6.004682676316928,22.17574990668434,0.7624366628775464,1040.1866881125775,3.771642778137678,rebound
S00475.01,SIMULATED,K00475,10577994,2,14.802,0.7603545013209286,0.04,-0.041,0.7576099470402949,0.015,-0.015,0.5746,0.1496,1.6949826990374723,1.1788083769044693,0.3991865538614631,13.062821995739707,0.6382259802945871,203.48562390448132,2.731881834622339,rebound
S00475.02,SIMULATED,K00475,10577994,2,14.802,0.7603545013209286,0.04,-0.041,0.7576099470402949,0.015,-0.015,0.5746,0.1496,1.960815414021802,1.2213674874608684,10.813828967502252,23.735877620188766,0.09980595576233074,218.44394710316004,4.308639651132249,rebound
S00951.01,SIMULATED,K00951,9775938,2,15.223,0.8483431933244405,0.032,-0.036,0.7706006558599667,0.015,-0.015,0.6039,0.1324,3.288930487652549,1.5512800516587955,62.90655114030318,74.95349634035063,0.24533133428900658,340.6122855817113,6.039869373171185,rebound
S00951.02,SIMULATED,K00951,9775938,2,15.223,0.8483431933244405,0.032,-0.036,0.7706006558599667,0.015,-0.015,0.6039,0.1324,1.6260632304669458,1.1518491973782816,175.19430694142807,247.08872382142863,0.4908435983909515,187.78942879717198,8.078616610815452,rebound
S00574.02,SIMULATED,K00574,8355239,2,14.859,0.7361369085900183,0.035,-0.045,0.7939083935463003,0.016,-0.016,0.582,0.1451,8.006494782989002,2.851303502753249,5.037980674271727,6.974364166576335,0.36285070866464286,1084.138455757223,2.841619367913485,rebound
S00574.01,SIMULATED,K00574,8355239,2,14.859,0.7361369085900183,0.035,-0.045,0.7939083935463003,0.016,-0.016,0.582,0.1451,12.301028967068616,3.3767992395776707,10.165990389087568,21.038949893634857,0.05539730813189251,1520.576720007648,4.399508755553295,rebound
S02173.01,SIMULATED,K02173,11774991,2,12.879,0.7919268638932604,0.028,-0.033,0.6941008606352214,0.011,-0.011,0.627,0.1082,2.1083918890563362,1.2641931724555717,2.65356791748159,7.076671426151786,0.5867450417847018,278.8177105160953,2.1171753524100105,rebound
